transaction_id,customer_id,product_name,category,quantity,price,total_amount,sale_date,salesperson,region,discount_percent,payment_method,status
TXN_001012,CUST_00144,Webcam,Computers,3,923.79,2771.37,2022-04-14,Alice Johnson,South,19.5,Cash,Completed
TXN_001013,CUST_00492,Monitor,Peripherals,10,725.87,7258.7,2022-08-29,carol davis,Central,6.6,PayPal,Refunded
TXN_001014,CUST_00500,Headphones,Networking,6,180.39,1082.34,2022-11-04,Carol Davis,West,14.9,Bank Transfer,Cancelled
TXN_001015,CUST_01153,Tablet,Peripherals,6,833.86,5003.16,2023-01-02,Eve Wilson,East,26.3,Debit Card,Pending
TXN_001016,CUST_00773,Laptop,Accessories,5,373.01,1865.05,2022-03-09,David Brown,West,,Debit Card,Cancelled
TXN_001017,CUST_01138,Printer,Electronics,0,1925.44,0.0,2022-06-16,David Brown,East,25.0,Bank Transfer,Completed
TXN_001018,CUST_00623,Headphones,Networking,3,1784.95,5354.85,2023-01-29,Alice Johnson,East,,Credit Card,Refunded
TXN_001019,CUST_00209,Router,Peripherals,1,1697.45,1697.45,2022-10-25,Bob Smith,North,18.7,Credit Card,Pending
TXN_001020,CUST_00965,Mouse,Peripherals,6,0.0,0.0,2022-04-06,Carol Davis,West,11.3,Debit Card,Completed
TXN_001021,CUST_00023,Webcam,Electronics,7,1779.45,12456.15,2021-10-06,David Brown,East,17.2,Credit Card,Completed
TXN_001022,CUST_00884,Monitor,Electronics,2,395.42,790.84,2020-06-11, David Brown ,South,20.8,PayPal,Refunded
TXN_001023,CUST_00188,Printer,Electronics,4,1793.21,7172.84,2022-03-03,Eve Wilson,East,,Cash,Cancelled
TXN_001024,CUST_00806,Laptop,Networking,5,369.51,1847.55,2020-02-13,Carol Davis,Central,18.9,Bank Transfer,Refunded
TXN_001025,CUST_00820,Monitor,Electronics,2,1518.02,3036.04,2022-11-25,eve wilson,North,29.4,Cash,Refunded
TXN_001026,CUST_00533,Mouse,Electronics,7,1131.87,7923.089999999999,2021-05-08,David Brown,South,26.8,Debit Card,Completed
TXN_001027,CUST_00597,Keyboard,Computers,0,178.69,0.0,2021-02-08,Carol Davis,East,,Bank Transfer,Completed
TXN_001028,CUST_00084,Webcam,Computers,7,1706.67,11946.69,2023-02-14,David Brown,West,28.2,Cash,Refunded
TXN_001029,CUST_01080,Headphones,Networking,6,1577.13,9462.78,2021-08-06,Alice Johnson,West,,PayPal,Cancelled
TXN_001030,CUST_01188,Headphones,Computers,3,1206.94,3620.82,2022-09-08,Bob Smith,West,23.4,Bank Transfer,Completed
TXN_001031,CUST_00271,Laptop,Peripherals,5,1845.94,9229.7,2023-01-07,Eve Wilson,East,27.8,Bank Transfer,Pending
TXN_001032,CUST_00773,Router,Networking,5,0.0,0.0,2023-10-14,David Brown,Central,25.2,Bank Transfer,Refunded
TXN_001033,CUST_00017,Printer,Networking,4,166.65,666.6,2021-08-31,Alice Johnson,Central,21.7,Bank Transfer,Cancelled
TXN_001034,CUST_00109,Keyboard,Accessories,5,116.06,580.3,2020-10-09,Carol Davis,South,12.4,Credit Card,Cancelled
TXN_001035,CUST_00518,Webcam,Computers,5,-100.0,-500.0,2021-10-12,Alice Johnson,North,,PayPal,Completed
TXN_001036,CUST_00490,Webcam,Peripherals,9,0.0,0.0,2021-04-12,Carol Davis,Central,20.3,Credit Card,Cancelled
TXN_001037,CUST_01096,Webcam,Networking,8,221.56,1772.48,2023-03-25,Eve Wilson,South,,PayPal,Refunded
TXN_001038,CUST_00980,Keyboard,Networking,2,963.61,1927.22,2022-09-14,Alice Johnson,West,,Bank Transfer,Refunded
TXN_001039,CUST_00144,Monitor,Computers,9,1584.33,14258.97,2020-09-01,bob smith,West,20.5,Bank Transfer,Refunded
TXN_001040,CUST_00621,Laptop,Peripherals,7,1651.86,11563.019999999999,2023-03-07,David Brown,South,8.1,Debit Card,Cancelled
TXN_001041,CUST_01154,Mouse,Accessories,2,766.78,1533.56,2020-04-09,Eve Wilson,South,,Bank Transfer,Pending
TXN_001042,CUST_00522,Printer,Computers,1,1182.55,1182.55,2020-02-08,Carol Davis,North,10.6,Bank Transfer,Refunded
TXN_001043,CUST_00858,Router,Electronics,2,1754.34,3508.68,2021-01-20,Alice Johnson,East,8.2,Credit Card,Cancelled
TXN_001044,CUST_00935,Mouse,Peripherals,3,1039.37,3118.1099999999997,2020-07-09,Bob Smith,Central,,Debit Card,Pending
TXN_001045,CUST_00464,Headphones,Accessories,10,317.83,3178.2999999999997,2020-07-10,Eve Wilson,West,11.3,PayPal,Pending
TXN_001046,CUST_01179,Mouse,Electronics,5,435.47,2177.3500000000004,2022-12-30,carol davis,West,,Debit Card,Refunded
TXN_001047,CUST_00755,Tablet,Computers,7,1787.49,12512.43,2022-01-11,Carol Davis,North,22.8,Cash,Refunded
TXN_001048,CUST_00932,Tablet,Networking,1,1207.97,1207.97,2022-11-16,Eve Wilson,Central,9.0,Debit Card,Cancelled
TXN_001049,CUST_00435,Mouse,Accessories,6,1928.36,11570.16,2022-05-30,Bob Smith,West,,Credit Card,Refunded
TXN_001050,CUST_01047,Smartphone,Computers,9,1426.09,12834.81,2021-11-13,Alice Johnson,North,8.2,Credit Card,Cancelled
TXN_001051,CUST_00038,Mouse,Peripherals,3,113.06,339.18,2021-12-09,Carol Davis,East,1.8,Bank Transfer,Completed
TXN_001052,CUST_00883,Smartphone,Electronics,6,914.12,5484.72,2023-08-02,David Brown,North,9.5,Cash,Refunded
TXN_001053,CUST_00634,Headphones,Peripherals,5,1519.31,7596.549999999999,2023-01-25,Alice Johnson,North,29.7,Debit Card,Completed
TXN_001054,CUST_01178,Mouse,Electronics,1000,40.03,40030.0,2021-12-01,Bob Smith,South,,Debit Card,Pending
TXN_001055,CUST_00326,Monitor,Computers,6,1540.26,9241.56,2022-01-23,Carol Davis,West,,Bank Transfer,Cancelled
TXN_001056,CUST_01020,Mouse,Networking,8,447.08,3576.64,2021-04-14,Eve Wilson,East,0.9,Cash,Completed
TXN_001057,CUST_01105,Printer,Peripherals,8,1066.2,8529.6,2021-01-17, Eve Wilson ,Central,5.4,Bank Transfer,Pending
TXN_001058,CUST_00913,Printer,Computers,2,1129.28,2258.56,2022-01-10,Eve Wilson,East,23.8,Credit Card,Refunded
TXN_001059,CUST_00599,Mouse,Networking,6,760.61,4563.66,2022-08-15,Alice Johnson,West,16.0,Bank Transfer,Refunded
TXN_001060,CUST_00731,Printer,Networking,1,1108.81,1108.81,2020-03-06,bob smith,South,12.0,Bank Transfer,Completed
TXN_001061,CUST_00948,Keyboard,Computers,7,1839.99,12879.93,2021-05-29,David Brown,South,8.9,Cash,Cancelled
TXN_001062,CUST_00027,Webcam,Computers,10,1818.76,18187.6,2023-08-29, Eve Wilson ,North,22.7,PayPal,Refunded
TXN_001063,CUST_00369,Router,Electronics,10,512.82,5128.200000000001,2020-09-13,david brown,West,12.6,PayPal,Completed
TXN_001064,CUST_00060,Webcam,Peripherals,3,846.4,2539.2,2020-10-03,Alice Johnson,South,0.2,PayPal,Completed
TXN_001065,CUST_01075,Headphones,Computers,3,0.0,0.0,2020-05-01,David Brown,West,,Cash,Pending
TXN_001066,CUST_00078,Printer,Networking,5,1716.08,8580.4,2021-04-26,Alice Johnson,South,,Cash,Refunded
TXN_001067,CUST_00517,Keyboard,Networking,7,792.98,5550.860000000001,2022-05-30,David Brown,West,26.6,Debit Card,Completed
TXN_001068,CUST_00524,Smartphone,Peripherals,1,1614.57,1614.57,2020-02-22,Eve Wilson,Central,,Credit Card,Completed
TXN_001069,CUST_00935,Laptop,Accessories,5,1741.09,8705.449999999999,2022-05-27,Carol Davis,East,0.6,Debit Card,Pending
TXN_001070,CUST_00817,Webcam,Accessories,5,1864.02,9320.1,2020-06-19,Alice Johnson,Central,18.8,PayPal,Cancelled
TXN_001071,CUST_01106,Monitor,Accessories,1,585.13,585.13,2021-03-14,Bob Smith,East,16.3,Credit Card,Refunded
TXN_001072,CUST_00067,Laptop,Electronics,8,531.16,4249.28,2021-12-12,Bob Smith,West,,Credit Card,Refunded
TXN_001073,CUST_00432,Printer,Computers,2,1639.01,3278.02,2023-07-23,bob smith,East,2.7,Debit Card,Refunded
TXN_001074,CUST_00462,Headphones,Electronics,1,1499.88,1499.88,2021-06-12,Eve Wilson,North,20.7,PayPal,Completed
TXN_001075,CUST_00220,Tablet,Accessories,5,1760.69,8803.45,2020-05-03,David Brown,West,,Debit Card,Completed
TXN_001076,CUST_00205,Tablet,Networking,7,11.57,80.99000000000001,2022-12-23,Alice Johnson,West,,PayPal,Pending
TXN_001077,CUST_00753,Tablet,Electronics,7,1657.97,11605.79,2022-07-13,alice johnson,North,,Bank Transfer,Refunded
TXN_001078,CUST_01078,Monitor,Accessories,5,950.59,4752.95,2021-04-26,Carol Davis,West,10.1,PayPal,Cancelled
TXN_001079,CUST_00381,Mouse,Computers,8,50000.0,400000.0,2023-04-08,Eve Wilson,West,,Debit Card,Cancelled
TXN_001080,CUST_00182,Monitor,Networking,3,50000.0,150000.0,2021-05-25, David Brown ,East,0.5,Bank Transfer,Cancelled
TXN_001081,CUST_00127,Webcam,Electronics,2,1892.5,3785.0,2023-09-28,Bob Smith,East,14.7,Cash,Refunded
TXN_001082,CUST_00155,Smartphone,Accessories,10,-100.0,-1000.0,2023-11-07,Bob Smith,East,3.8,Bank Transfer,Completed
TXN_001083,CUST_00890,Tablet,Peripherals,9,1442.08,12978.72,2022-04-16,david brown,South,27.9,Bank Transfer,Completed
TXN_001084,CUST_00720,Smartphone,Peripherals,4,1139.18,4556.72,2022-04-14,Bob Smith,Central,18.5,Debit Card,Cancelled
TXN_001085,CUST_00998,Tablet,Accessories,-1,854.56,-854.56,2022-03-04,bob smith,East,18.5,Cash,Refunded
TXN_001086,CUST_00618,Tablet,Peripherals,3,480.15,1440.4499999999998,2021-09-10,Eve Wilson,South,10.1,PayPal,Pending
TXN_001087,CUST_01148,Router,Electronics,6,1581.35,9488.099999999999,2022-02-12,Bob Smith,South,27.7,Cash,Completed
TXN_001088,CUST_00268,Printer,Networking,7,23.97,167.79,2020-08-01,Eve Wilson,East,29.6,PayPal,Cancelled
TXN_001089,CUST_00373,Tablet,Accessories,10,1598.57,15985.699999999999,2020-08-23,David Brown,East,3.1,Cash,Pending
TXN_001090,CUST_01134,Keyboard,Accessories,8,1256.1,10048.8,2021-10-31,Alice Johnson,West,10.0,Bank Transfer,Completed
TXN_001091,CUST_00993,Monitor,Networking,8,238.91,1911.28,2023-01-22,Bob Smith,North,23.2,Debit Card,Cancelled
TXN_001092,CUST_00587,Printer,Computers,3,-100.0,-300.0,2020-09-16,Carol Davis,Central,11.6,Credit Card,Pending
TXN_001093,CUST_00747,Headphones,Accessories,7,712.16,4985.12,2022-04-14,Alice Johnson,Central,1.0,Credit Card,Cancelled
TXN_001094,CUST_00948,Headphones,Peripherals,2,1658.35,3316.7,2022-11-03,Bob Smith,East,29.5,Credit Card,Completed
TXN_001095,CUST_00276,Webcam,Networking,8,50000.0,400000.0,2020-08-03,Carol Davis,East,25.0,Credit Card,Completed
TXN_001096,CUST_00924,Keyboard,Accessories,5,1057.06,5285.299999999999,2023-09-07,bob smith,Central,4.8,Bank Transfer,Completed
TXN_001097,CUST_00825,Keyboard,Electronics,7,1500.21,10501.470000000001,2020-03-08,Bob Smith,West,3.8,PayPal,Cancelled
TXN_001098,CUST_01137,Webcam,Computers,3,1758.35,5275.049999999999,2021-10-17,David Brown,North,11.0,Bank Transfer,Completed
TXN_001099,CUST_00247,Printer,Peripherals,1,10.1,10.1,2021-11-11,Bob Smith,West,,PayPal,Pending
TXN_001100,CUST_00317,Laptop,Computers,2,1718.82,3437.64,2020-05-08,David Brown,South,21.2,PayPal,Refunded
TXN_001101,CUST_00802,Tablet,Electronics,2,1955.97,3911.94,2020-05-18,Eve Wilson,North,,Debit Card,Refunded
TXN_001102,CUST_00275,Router,Computers,10,1644.8,16448.0,2020-11-12,Eve Wilson,South,5.0,PayPal,Pending
TXN_001103,CUST_01146,Router,Peripherals,5,708.78,3543.8999999999996,2020-06-30,Alice Johnson,South,,Cash,Cancelled
TXN_001104,CUST_01075,Printer,Accessories,3,1302.42,3907.26,2021-06-21,David Brown,Central,13.0,Bank Transfer,Completed
TXN_001105,CUST_00718,Mouse,Peripherals,4,1276.13,5104.52,2023-04-17,david brown,Central,1.7,Bank Transfer,Cancelled
TXN_001106,CUST_00133,Monitor,Networking,3,382.33,1146.99,2023-05-05,Eve Wilson,North,25.5,Bank Transfer,Completed
TXN_001107,CUST_00146,Printer,Peripherals,-1,1031.51,-1031.51,2021-11-21,Eve Wilson,East,1.3,Credit Card,Pending
TXN_001108,CUST_00862,Tablet,Peripherals,1000,-100.0,-100000.0,2023-01-11,Alice Johnson,South,,Credit Card,Completed
TXN_001109,CUST_00729,Webcam,Electronics,8,428.54,3428.32,2023-09-08,Carol Davis,Central,10.3,Cash,Refunded
TXN_001110,CUST_01025,Laptop,Peripherals,10,12.86,128.6,2021-11-26,Eve Wilson,West,,Cash,Pending
TXN_001111,CUST_00601,Router,Accessories,1,1946.46,1946.46,2021-12-07, Alice Johnson ,West,,Cash,Cancelled
TXN_001112,CUST_00871,Laptop,Peripherals,-1,1796.1,-1796.1,2021-08-11,Eve Wilson,West,26.9,Credit Card,Pending
TXN_001113,CUST_00683,Webcam,Computers,10,1239.77,12397.7,2023-10-13,alice johnson,West,19.2,Cash,Completed
TXN_001114,CUST_01035,Laptop,Accessories,3,316.42,949.26,2021-02-02,Alice Johnson,West,,PayPal,Pending
TXN_001115,CUST_00440,Monitor,Peripherals,3,-100.0,-300.0,2022-02-13,Carol Davis,East,10.0,PayPal,Cancelled
TXN_001116,CUST_00787,Printer,Accessories,7,542.07,3794.4900000000002,2022-10-22,David Brown,East,,Bank Transfer,Refunded
TXN_001117,CUST_00229,Headphones,Electronics,3,529.78,1589.34,2023-08-05,Carol Davis,East,15.3,Debit Card,Cancelled
TXN_001118,CUST_01042,Keyboard,Accessories,5,1381.97,6909.85,2021-09-29,carol davis,West,5.9,Credit Card,Refunded
TXN_001119,CUST_00686,Smartphone,Electronics,10,250.05,2500.5,2022-12-31,David Brown,Central,16.9,Debit Card,Pending
TXN_001120,CUST_01178,Printer,Electronics,4,1298.9,5195.6,2021-08-14,Alice Johnson,West,,Credit Card,Completed
TXN_001121,CUST_00222,Monitor,Networking,8,1637.67,13101.36,2022-02-15,Alice Johnson,North,,Bank Transfer,Cancelled
TXN_001122,CUST_00318,Webcam,Electronics,0,1151.15,0.0,2021-07-09,David Brown,East,,PayPal,Pending
TXN_001123,CUST_01036,Monitor,Electronics,2,1057.62,2115.24,2022-09-11,David Brown,East,1.7,Cash,Pending
TXN_001124,CUST_00167,Router,Networking,3,1811.32,5433.96,2022-07-04,Eve Wilson,North,,Debit Card,Completed
TXN_001125,CUST_00275,Monitor,Electronics,8,288.48,2307.84,2023-07-10,Eve Wilson,East,16.1,PayPal,Refunded
TXN_001126,CUST_01174,Mouse,Accessories,2,837.36,1674.72,2020-07-04,bob smith,West,,Credit Card,Pending
TXN_001127,CUST_00714,Router,Accessories,4,1978.21,7912.84,2021-11-02,Eve Wilson,East,1.7,Debit Card,Cancelled
TXN_001128,CUST_00712,Mouse,Networking,2,1987.7,3975.4,2023-12-03,David Brown,North,,Cash,Pending
TXN_001129,CUST_01054,Monitor,Computers,1,208.27,208.27,2021-06-09,Alice Johnson,North,,Credit Card,Refunded
TXN_001130,CUST_00795,Headphones,Accessories,4,836.09,3344.36,2021-01-06,David Brown,East,2.2,PayPal,Pending
TXN_001131,CUST_01121,Webcam,Electronics,6,726.37,4358.22,2020-06-29,Carol Davis,South,,Credit Card,Refunded
TXN_001132,CUST_00268,Headphones,Networking,-1,1463.14,-1463.14,2023-09-11,Carol Davis,North,22.5,Debit Card,Cancelled
TXN_001133,CUST_00589,Webcam,Computers,5,645.92,3229.6,2022-01-07,bob smith,North,,Debit Card,Completed
TXN_001134,CUST_00009,Keyboard,Accessories,10,733.94,7339.400000000001,2023-07-23,Bob Smith,West,11.2,Bank Transfer,Pending
TXN_001135,CUST_00449,Mouse,Accessories,-1,747.56,-747.56,2023-02-10,Alice Johnson,East,,Bank Transfer,Refunded
TXN_001136,CUST_00609,Printer,Networking,1,697.02,697.02,2022-01-06,David Brown,South,,Credit Card,Refunded
TXN_001137,CUST_00258,Monitor,Networking,5,511.22,2556.1000000000004,2022-01-28,Alice Johnson,North,20.4,PayPal,Cancelled
TXN_001138,CUST_00662,Printer,Peripherals,1,652.92,652.92,2022-03-23,Eve Wilson,South,5.1,Debit Card,Completed
TXN_001139,CUST_00517,Headphones,Electronics,4,1152.57,4610.28,2020-03-17,David Brown,North,,Debit Card,Refunded
TXN_001140,CUST_00496,Mouse,Peripherals,2,1964.27,3928.54,2020-10-28,Alice Johnson,West,24.5,Debit Card,Pending
TXN_001141,CUST_01135,Monitor,Electronics,3,1860.49,5581.47,2021-09-02,Bob Smith,South,7.2,Debit Card,Pending
TXN_001142,CUST_00270,Laptop,Electronics,4,1057.59,4230.36,2023-05-21,Bob Smith,East,10.0,Bank Transfer,Refunded
TXN_001143,CUST_01162,Smartphone,Computers,3,1946.62,5839.86,2020-08-26,David Brown,East,,Bank Transfer,Cancelled
TXN_001144,CUST_00836,Webcam,Networking,9,1797.51,16177.59,2023-05-05,David Brown,South,27.2,Credit Card,Pending
TXN_001145,CUST_00001,Webcam,Electronics,7,1860.48,13023.36,2022-02-10,Alice Johnson,North,,Cash,Refunded
TXN_001146,CUST_00963,Tablet,Networking,4,1179.52,4718.08,2021-08-19,Carol Davis,Central,13.5,PayPal,Pending
TXN_001147,CUST_01114,Tablet,Accessories,9,565.93,5093.37,2020-12-06,Eve Wilson,South,,Debit Card,Pending
TXN_001148,CUST_01070,Smartphone,Computers,6,335.04,2010.2400000000002,2021-11-22,Eve Wilson,West,23.1,Cash,Completed
TXN_001149,CUST_00197,Keyboard,Accessories,5,329.2,1646.0,2023-04-23,Bob Smith,West,15.7,Bank Transfer,Pending
TXN_001150,CUST_01179,Headphones,Accessories,7,50000.0,350000.0,2023-06-10,Bob Smith,East,27.7,Cash,Pending
TXN_001151,CUST_00425,Printer,Networking,10,1252.04,12520.4,2023-06-02,Alice Johnson,Central,8.0,Bank Transfer,Refunded
TXN_001152,CUST_00741,Router,Accessories,3,1819.16,5457.4800000000005,2020-09-21,Bob Smith,South,14.5,Bank Transfer,Refunded
TXN_001153,CUST_00144,Printer,Networking,5,602.97,3014.8500000000004,2023-10-27,David Brown,East,18.6,Cash,Pending
TXN_001154,CUST_00752,Monitor,Accessories,7,1332.5,9327.5,2020-10-12,David Brown,North,,Cash,Pending
TXN_001155,CUST_00756,Keyboard,Electronics,1,1749.75,1749.75,2021-12-28,David Brown,North,19.8,PayPal,Refunded
TXN_001156,CUST_01040,Laptop,Peripherals,1,1141.16,1141.16,2021-09-10,david brown,East,8.7,Cash,Pending
TXN_001157,CUST_00320,Laptop,Networking,4,821.87,3287.48,2020-05-17,Carol Davis,North,27.2,Debit Card,Refunded
TXN_001158,CUST_00146,Mouse,Computers,5,248.33,1241.65,2023-05-31,Alice Johnson,West,19.5,Credit Card,Cancelled
TXN_001159,CUST_00494,Smartphone,Computers,6,1721.22,10327.32,2022-04-02,Carol Davis,Central,13.0,PayPal,Cancelled
TXN_001160,CUST_00578,Tablet,Peripherals,4,1965.5,7862.0,2020-03-02,David Brown,North,,Credit Card,Pending
TXN_001161,CUST_00603,Keyboard,Peripherals,6,1283.94,7703.64,2020-09-20,Alice Johnson,East,,Credit Card,Completed
TXN_001162,CUST_00573,Keyboard,Peripherals,1,1560.75,1560.75,2020-05-06,David Brown,North,,Cash,Pending
TXN_001163,CUST_00064,Keyboard,Peripherals,1,834.35,834.35,2020-04-25,carol davis,West,25.4,Debit Card,Completed
TXN_001164,CUST_00060,Mouse,Accessories,4,1458.6,5834.4,2022-11-17, David Brown ,West,12.9,Cash,Completed
TXN_001165,CUST_00548,Smartphone,Accessories,6,-100.0,-600.0,2022-04-05,Alice Johnson,South,,PayPal,Completed
TXN_001166,CUST_00320,Smartphone,Accessories,9,218.39,1965.5099999999998,2021-11-16,Alice Johnson,West,21.7,Credit Card,Cancelled
TXN_001167,CUST_00426,Mouse,Peripherals,2,219.03,438.06,2022-05-13,carol davis,West,9.5,Debit Card,Completed
TXN_001168,CUST_00074,Webcam,Computers,2,23.72,47.44,2020-10-24,Carol Davis,East,21.7,Debit Card,Cancelled
TXN_001169,CUST_00041,Printer,Peripherals,1,862.74,862.74,2023-04-29,Bob Smith,South,3.0,Credit Card,Pending
TXN_001170,CUST_00153,Router,Electronics,1000,1547.46,1547460.0,2020-02-22,Eve Wilson,South,,Bank Transfer,Refunded
TXN_001171,CUST_00227,Router,Computers,3,900.45,2701.3500000000004,2021-09-18,Alice Johnson,East,24.0,Cash,Pending
TXN_001172,CUST_00611,Mouse,Electronics,7,355.69,2489.83,2021-05-12,Eve Wilson,Central,,PayPal,Cancelled
TXN_001173,CUST_01124,Smartphone,Electronics,2,0.0,0.0,2023-03-04,Bob Smith,East,22.1,PayPal,Refunded
TXN_001174,CUST_01020,Router,Peripherals,7,1020.12,7140.84,2020-01-24,david brown,South,1.6,Bank Transfer,Pending
TXN_001175,CUST_00735,Smartphone,Computers,2,-100.0,-200.0,2023-03-26,bob smith,South,,PayPal,Completed
TXN_001176,CUST_00794,Tablet,Electronics,3,1934.65,5803.950000000001,2020-08-27,Bob Smith,West,20.5,PayPal,Refunded
TXN_001177,CUST_00227,Smartphone,Electronics,1,1253.32,1253.32,2023-03-09,Bob Smith,West,14.5,PayPal,Completed
TXN_001178,CUST_01083,Monitor,Computers,4,1170.6,4682.4,2023-08-20,carol davis,West,14.8,Credit Card,Cancelled
TXN_001179,CUST_00726,Laptop,Peripherals,1,1843.7,1843.7,2023-10-22,eve wilson,West,5.6,Credit Card,Completed
TXN_001180,CUST_00720,Mouse,Networking,-1,1174.23,-1174.23,2021-08-12,Alice Johnson,West,1.4,Credit Card,Pending
TXN_001181,CUST_01197,Router,Electronics,2,1527.02,3054.04,2022-10-30,Alice Johnson,Central,,Debit Card,Refunded
TXN_001182,CUST_01011,Printer,Accessories,4,1891.51,7566.04,2022-07-10,David Brown,North,,PayPal,Refunded
TXN_001183,CUST_00899,Mouse,Accessories,1,1653.2,1653.2,2021-11-25,Bob Smith,West,28.2,Debit Card,Pending
TXN_001184,CUST_00660,Laptop,Peripherals,9,1815.31,16337.789999999999,2023-04-09,Alice Johnson,Central,25.5,PayPal,Refunded
TXN_001185,CUST_00753,Headphones,Accessories,-1,1326.17,-1326.17,2022-10-08,Carol Davis,West,3.1,Credit Card,Refunded
TXN_001186,CUST_01118,Laptop,Electronics,9,14.24,128.16,2020-01-07,Bob Smith,North,25.4,Cash,Completed
TXN_001187,CUST_00830,Laptop,Peripherals,1,701.52,701.52,2023-12-13,Eve Wilson,North,,PayPal,Completed
TXN_001188,CUST_01153,Laptop,Networking,5,1792.63,8963.150000000001,2020-04-08,Carol Davis,West,,PayPal,Pending
TXN_001189,CUST_00257,Tablet,Networking,8,218.26,1746.08,2021-11-28,Carol Davis,North,11.4,Debit Card,Cancelled
TXN_001190,CUST_00845,Mouse,Accessories,2,1179.63,2359.26,2022-02-23,Eve Wilson,East,,Bank Transfer,Pending
TXN_001191,CUST_00394,Router,Networking,-1,1216.91,-1216.91,2020-05-09,eve wilson,East,12.3,Cash,Cancelled
TXN_001192,CUST_00523,Headphones,Computers,8,-100.0,-800.0,2023-08-12,Alice Johnson,Central,10.2,PayPal,Cancelled
TXN_001193,CUST_00907,Monitor,Computers,4,367.65,1470.6,2023-03-18,alice johnson,Central,14.6,Cash,Pending
TXN_001194,CUST_00416,Keyboard,Networking,2,1581.09,3162.18,2020-11-22,Alice Johnson,West,,Bank Transfer,Refunded
TXN_001195,CUST_00091,Smartphone,Electronics,7,1016.29,7114.03,2023-06-27,David Brown,East,11.1,PayPal,Cancelled
TXN_001196,CUST_01132,Tablet,Peripherals,6,1280.85,7685.099999999999,2020-03-26,Carol Davis,North,26.4,Bank Transfer,Refunded
TXN_001197,CUST_00397,Printer,Computers,7,-100.0,-700.0,2023-05-19,Alice Johnson,East,11.7,Credit Card,Pending
TXN_001198,CUST_00829,Mouse,Computers,9,453.64,4082.7599999999998,2020-06-06,Carol Davis,West,26.8,Credit Card,Completed
TXN_001199,CUST_00597,Printer,Networking,1,133.61,133.61,2023-12-26,Bob Smith,East,,Credit Card,Pending
TXN_001200,CUST_01081,Tablet,Peripherals,1000,554.01,554010.0,2020-06-27,Eve Wilson,Central,9.1,PayPal,Cancelled
TXN_001201,CUST_00297,Mouse,Electronics,5,1689.88,8449.400000000001,2020-04-03,Bob Smith,North,24.1,PayPal,Refunded
TXN_001202,CUST_00916,Webcam,Accessories,1,388.32,388.32,2021-10-14,David Brown,West,,Debit Card,Refunded
TXN_001203,CUST_00927,Headphones,Computers,0,1944.47,0.0,2022-08-24,carol davis,North,,Debit Card,Pending
TXN_001204,CUST_00648,Monitor,Networking,5,1540.99,7704.95,2023-11-15,Bob Smith,South,16.4,Credit Card,Refunded
TXN_001205,CUST_01081,Tablet,Networking,8,129.74,1037.92,2022-03-03,Alice Johnson,North,20.1,Credit Card,Refunded
TXN_001206,CUST_00628,Laptop,Electronics,10,830.51,8305.1,2022-11-12,Bob Smith,Central,12.8,Debit Card,Refunded
TXN_001207,CUST_01066,Headphones,Peripherals,8,528.81,4230.48,2020-10-01,Bob Smith,North,3.4,Debit Card,Refunded
TXN_001208,CUST_00559,Laptop,Computers,3,718.59,2155.77,2023-08-13,David Brown,South,,PayPal,Refunded
TXN_001209,CUST_00742,Monitor,Computers,5,1651.63,8258.150000000001,2020-01-29,Bob Smith,Central,,Bank Transfer,Pending
TXN_001210,CUST_00920,Mouse,Peripherals,4,603.81,2415.24,2020-12-13,Bob Smith,East,10.0,Cash,Refunded
TXN_001211,CUST_00815,Mouse,Peripherals,4,1957.09,7828.36,2023-12-20,alice johnson,West,20.7,Bank Transfer,Pending
TXN_001212,CUST_00914,Laptop,Accessories,9,1810.35,16293.15,2020-10-27,Eve Wilson,East,,Bank Transfer,Pending
TXN_001213,CUST_00556,Keyboard,Computers,10,1327.88,13278.800000000001,2021-05-06,Eve Wilson,South,,Credit Card,Pending
TXN_001214,CUST_00532,Printer,Electronics,7,776.62,5436.34,2023-07-09,Eve Wilson,Central,21.4,PayPal,Pending
TXN_001215,CUST_00523,Tablet,Networking,8,216.16,1729.28,2021-12-19,David Brown,Central,26.7,Credit Card,Refunded
TXN_001216,CUST_00322,Smartphone,Networking,8,476.75,3814.0,2022-12-16,David Brown,South,,Bank Transfer,Completed
TXN_001217,CUST_00815,Monitor,Networking,2,628.32,1256.64,2023-10-13,David Brown,Central,12.9,PayPal,Pending
TXN_001218,CUST_00156,Printer,Computers,8,1262.05,10096.4,2021-01-06,Bob Smith,Central,1.3,PayPal,Completed
TXN_001219,CUST_00804,Webcam,Electronics,9,725.02,6525.18,2023-06-02,Bob Smith,South,9.5,Debit Card,Completed
TXN_001220,CUST_00054,Router,Computers,2,888.54,1777.08,2021-05-29,Carol Davis,West,,Credit Card,Completed
TXN_001221,CUST_00709,Mouse,Peripherals,0,50000.0,0.0,2020-08-19,Eve Wilson,Central,,PayPal,Completed
TXN_001222,CUST_00891,Webcam,Networking,10,1742.29,17422.9,2021-03-05,Alice Johnson,East,16.6,Debit Card,Refunded
TXN_001223,CUST_00607,Tablet,Accessories,1,1922.38,1922.38,2021-05-16,Bob Smith,South,,Credit Card,Completed
TXN_001224,CUST_00206,Tablet,Accessories,1000,661.74,661740.0,2023-05-05,Alice Johnson,Central,17.1,PayPal,Refunded
